1;26;31001;体力 +400 ~ +700;体力 %+d;400;700;
2;594;31001;力量/魔法力 +400 ~ +700;力量/魔法力 %+d;400;700;
3;455;31001;全属性 +400 ~ +700;全属性 %+d;400;700;
4;14;31001;力量 +45 ~ +600;力量 %+d;45;600;
5;18;31001;幸运 +45 ~ +600;幸运 %+d;45;600;
6;22;31001;魔法力 +45 ~ +600;魔法力 %+d;45;600;
7;26;31001;体力 +45 ~ +600;体力 %+d;45;600;
8;594;31001;力量/魔法力 +45 ~ +600;力量/魔法力 %+d;45;600;
9;455;31001;全属性 +30 ~ +400;全属性 %+d;30;400;
10;30;31001;最大生命值 +2250 ~ +30000;最大生命值 %+d;2250;30000;
11;31;31001;最大生命值 +2% ~ +5%;最大生命值 %+d%%;2;5;
12;140;31001;物理固定伤害 +375 ~ +5000;物理固定伤害 %+d;375;5000;
13;240;31001;魔法固定伤害 +375 ~ +5000;魔法固定伤害 %+d;375;5000;
14;496;31001;物理/魔法固定伤害 +375 ~ +5000;物理/魔法固定伤害 %+d;375;5000;
15;570;31001;精锐怪物额外伤害 +563 ~ +7500;精锐怪物额外伤害 %+d;563;7500;
16;566;31001;普通怪物额外伤害 +563 ~ +7500;普通怪物额外伤害 %+d;563;7500;
17;571;31001;精锐怪物额外伤害 +1% ~ +5%;精锐怪物额外伤害 %+d%%;1;5;
18;567;31001;普通怪物额外伤害 +1% ~ +5%;普通怪物额外伤害 %+d%%;1;5;
19;144;31001;物理减伤 +75 ~ +1000;物理减伤 %+d;75;1000;
20;244;31001;魔法减伤 +75 ~ +1000;魔法减伤 %+d;75;1000;
21;495;31001;物理/魔法减伤 +56 ~ +750;物理/魔法减伤 %+d;56;750;
22;86;31001;最终减伤 +1% ~ +1%;最终减伤 %+d%%;1;1;
23;90;31001;物理最小伤害 +38% ~ +300%;物理最小伤害 %+d%%;38;300;
24;98;31001;魔法最小伤害 +38% ~ +300%;魔法最小伤害 %+d%%;38;300;
25;462;31001;物理/魔法最小伤害 +38% ~ +300%;物理/魔法最小伤害 %+d%%;38;300;
26;26;31002;体力 +400 ~ +700;体力 %+d;400;700;
27;594;31002;力量/魔法力 +400 ~ +700;力量/魔法力 %+d;400;700;
28;455;31002;全属性 +400 ~ +700;全属性 %+d;400;700;
29;14;31002;力量 +45 ~ +600;力量 %+d;45;600;
30;18;31002;幸运 +45 ~ +600;幸运 %+d;45;600;
31;22;31002;魔法力 +45 ~ +600;魔法力 %+d;45;600;
32;26;31002;体力 +45 ~ +600;体力 %+d;45;600;
33;594;31002;力量/魔法力 +45 ~ +600;力量/魔法力 %+d;45;600;
34;455;31002;全属性 +30 ~ +400;全属性 %+d;30;400;
35;30;31002;最大生命值 +2250 ~ +30000;最大生命值 %+d;2250;30000;
36;31;31002;最大生命值 +2% ~ +5%;最大生命值 %+d%%;2;5;
37;140;31002;物理固定伤害 +375 ~ +5000;物理固定伤害 %+d;375;5000;
38;240;31002;魔法固定伤害 +375 ~ +5000;魔法固定伤害 %+d;375;5000;
39;496;31002;物理/魔法固定伤害 +375 ~ +5000;物理/魔法固定伤害 %+d;375;5000;
40;570;31002;精锐怪物额外伤害 +563 ~ +7500;精锐怪物额外伤害 %+d;563;7500;
41;566;31002;普通怪物额外伤害 +563 ~ +7500;普通怪物额外伤害 %+d;563;7500;
42;571;31002;精锐怪物额外伤害 +1% ~ +5%;精锐怪物额外伤害 %+d%%;1;5;
43;567;31002;普通怪物额外伤害 +1% ~ +5%;普通怪物额外伤害 %+d%%;1;5;
44;144;31002;物理减伤 +75 ~ +1000;物理减伤 %+d;75;1000;
45;244;31002;魔法减伤 +75 ~ +1000;魔法减伤 %+d;75;1000;
46;495;31002;物理/魔法减伤 +56 ~ +750;物理/魔法减伤 %+d;56;750;
47;86;31002;最终减伤 +1% ~ +1%;最终减伤 %+d%%;1;1;
48;90;31002;物理最小伤害 +38% ~ +300%;物理最小伤害 %+d%%;38;300;
49;94;31002;物理最大伤害 +38% ~ +300%;物理最大伤害 %+d%%;38;300;
50;98;31002;魔法最小伤害 +38% ~ +300%;魔法最小伤害 %+d%%;38;300;
51;102;31002;魔法最大伤害 +38% ~ +300%;魔法最大伤害 %+d%%;38;300;
52;462;31002;物理/魔法最小伤害 +38% ~ +300%;物理/魔法最小伤害 %+d%%;38;300;
53;461;31002;物理/魔法最大伤害 +38% ~ +300%;物理/魔法最大伤害 %+d%%;38;300;
54;26;31003;体力 +400 ~ +700;体力 %+d;400;700;
55;594;31003;力量/魔法力 +400 ~ +700;力量/魔法力 %+d;400;700;
56;455;31003;全属性 +400 ~ +700;全属性 %+d;400;700;
57;14;31003;力量 +45 ~ +600;力量 %+d;45;600;
58;18;31003;幸运 +45 ~ +600;幸运 %+d;45;600;
59;22;31003;魔法力 +45 ~ +600;魔法力 %+d;45;600;
60;26;31003;体力 +45 ~ +600;体力 %+d;45;600;
61;594;31003;力量/魔法力 +45 ~ +600;力量/魔法力 %+d;45;600;
62;455;31003;全属性 +30 ~ +400;全属性 %+d;30;400;
63;30;31003;最大生命值 +2250 ~ +30000;最大生命值 %+d;2250;30000;
64;31;31003;最大生命值 +2% ~ +5%;最大生命值 %+d%%;2;5;
65;140;31003;物理固定伤害 +375 ~ +5000;物理固定伤害 %+d;375;5000;
66;240;31003;魔法固定伤害 +375 ~ +5000;魔法固定伤害 %+d;375;5000;
67;496;31003;物理/魔法固定伤害 +375 ~ +5000;物理/魔法固定伤害 %+d;375;5000;
68;570;31003;精锐怪物额外伤害 +563 ~ +7500;精锐怪物额外伤害 %+d;563;7500;
69;566;31003;普通怪物额外伤害 +563 ~ +7500;普通怪物额外伤害 %+d;563;7500;
70;571;31003;精锐怪物额外伤害 +1% ~ +5%;精锐怪物额外伤害 %+d%%;1;5;
71;567;31003;普通怪物额外伤害 +1% ~ +5%;普通怪物额外伤害 %+d%%;1;5;
72;144;31003;物理减伤 +75 ~ +1000;物理减伤 %+d;75;1000;
73;244;31003;魔法减伤 +75 ~ +1000;魔法减伤 %+d;75;1000;
74;495;31003;物理/魔法减伤 +56 ~ +750;物理/魔法减伤 %+d;56;750;
75;86;31003;最终减伤 +1% ~ +1%;最终减伤 %+d%%;1;1;
76;90;31003;物理最小伤害 +38% ~ +300%;物理最小伤害 %+d%%;38;300;
77;94;31003;物理最大伤害 +23% ~ +300%;物理最大伤害 %+d%%;23;300;
78;98;31003;魔法最小伤害 +38% ~ +300%;魔法最小伤害 %+d%%;38;300;
79;102;31003;魔法最大伤害 +23% ~ +300%;魔法最大伤害 %+d%%;23;300;
80;462;31003;物理/魔法最小伤害 +38% ~ +300%;物理/魔法最小伤害 %+d%%;38;300;
81;461;31003;物理/魔法最大伤害 +23% ~ +300%;物理/魔法最大伤害 %+d%%;23;300;
82;156;31003;物理暴击伤害 +45% ~ +600%;物理暴击伤害 %+d%%;45;600;
83;162;31003;魔法暴击伤害 +45% ~ +600%;魔法暴击伤害 %+d%%;45;600;
84;464;31003;物理/魔法暴击伤害 +45% ~ +600%;物理/魔法暴击伤害 %+d%%;45;600;
85;573;31003;普通怪物支配力 +4‰ ~ +50‰;普通怪物支配力 %+d‰;4;50;
86;574;31003;精锐怪物支配力 +4‰ ~ +50‰;精锐怪物支配力 %+d‰;4;50;
87;26;30701;体力 +280 ~ +490;体力 %+d;280;490;
88;594;30701;力量/魔法力 +280 ~ +490;力量/魔法力 %+d;280;490;
89;455;30701;全属性 +280 ~ +490;全属性 %+d;280;490;
90;14;30701;力量 +32 ~ +420;力量 %+d;32;420;
91;18;30701;幸运 +32 ~ +420;幸运 %+d;32;420;
92;22;30701;魔法力 +32 ~ +420;魔法力 %+d;32;420;
93;26;30701;体力 +32 ~ +420;体力 %+d;32;420;
94;594;30701;力量/魔法力 +32 ~ +420;力量/魔法力 %+d;32;420;
95;455;30701;全属性 +21 ~ +280;全属性 %+d;21;280;
96;30;30701;最大生命值 +1575 ~ +21000;最大生命值 %+d;1575;21000;
97;31;30701;最大生命值 +1% ~ +4%;最大生命值 %+d%%;1;4;
98;140;30701;物理固定伤害 +263 ~ +3500;物理固定伤害 %+d;263;3500;
99;240;30701;魔法固定伤害 +263 ~ +3500;魔法固定伤害 %+d;263;3500;
100;496;30701;物理/魔法固定伤害 +263 ~ +3500;物理/魔法固定伤害 %+d;263;3500;
101;570;30701;精锐怪物额外伤害 +394 ~ +5250;精锐怪物额外伤害 %+d;394;5250;
102;566;30701;普通怪物额外伤害 +394 ~ +5250;普通怪物额外伤害 %+d;394;5250;
103;571;30701;精锐怪物额外伤害 +1% ~ +4%;精锐怪物额外伤害 %+d%%;1;4;
104;567;30701;普通怪物额外伤害 +1% ~ +4%;普通怪物额外伤害 %+d%%;1;4;
105;144;30701;物理减伤 +53 ~ +700;物理减伤 %+d;53;700;
106;244;30701;魔法减伤 +53 ~ +700;魔法减伤 %+d;53;700;
107;495;30701;物理/魔法减伤 +39 ~ +525;物理/魔法减伤 %+d;39;525;
108;86;30701;最终减伤 +1% ~ +1%;最终减伤 %+d%%;1;1;
109;90;30701;物理最小伤害 +27% ~ +210%;物理最小伤害 %+d%%;27;210;
110;98;30701;魔法最小伤害 +27% ~ +210%;魔法最小伤害 %+d%%;27;210;
111;462;30701;物理/魔法最小伤害 +27% ~ +210%;物理/魔法最小伤害 %+d%%;27;210;
112;26;30702;体力 +280 ~ +490;体力 %+d;280;490;
113;594;30702;力量/魔法力 +280 ~ +490;力量/魔法力 %+d;280;490;
114;455;30702;全属性 +280 ~ +490;全属性 %+d;280;490;
115;14;30702;力量 +32 ~ +420;力量 %+d;32;420;
116;18;30702;幸运 +32 ~ +420;幸运 %+d;32;420;
117;22;30702;魔法力 +32 ~ +420;魔法力 %+d;32;420;
118;26;30702;体力 +32 ~ +420;体力 %+d;32;420;
119;594;30702;力量/魔法力 +32 ~ +420;力量/魔法力 %+d;32;420;
120;455;30702;全属性 +21 ~ +280;全属性 %+d;21;280;
121;30;30702;最大生命值 +1575 ~ +21000;最大生命值 %+d;1575;21000;
122;31;30702;最大生命值 +1% ~ +4%;最大生命值 %+d%%;1;4;
123;140;30702;物理固定伤害 +263 ~ +3500;物理固定伤害 %+d;263;3500;
124;240;30702;魔法固定伤害 +263 ~ +3500;魔法固定伤害 %+d;263;3500;
125;496;30702;物理/魔法固定伤害 +263 ~ +3500;物理/魔法固定伤害 %+d;263;3500;
126;570;30702;精锐怪物额外伤害 +394 ~ +5250;精锐怪物额外伤害 %+d;394;5250;
127;566;30702;普通怪物额外伤害 +394 ~ +5250;普通怪物额外伤害 %+d;394;5250;
128;571;30702;精锐怪物额外伤害 +1% ~ +4%;精锐怪物额外伤害 %+d%%;1;4;
129;567;30702;普通怪物额外伤害 +1% ~ +4%;普通怪物额外伤害 %+d%%;1;4;
130;144;30702;物理减伤 +53 ~ +700;物理减伤 %+d;53;700;
