2;1;1000004;横斩;3;1;0;1;3;0;5;0;0;3;2;8000201;0;1;0;
2;1;1000005;跳跃斩;3;1;0;1;3;0;5;0;0;3;2;8000301;0;1;0;
2;1;1000006;击晕;3;1;0;1;3;0;5;0;0;3;2;8000501;0;1;0;
2;1;1000007;突刺;3;1;0;1;3;0;5;0;0;3;2;8000601;0;1;0;
2;1;1001001;风神脚;3;1;0;1;3;10;5;0;0;3;2;1000001;0;3;0;
2;1;1001012;重拳;3;1;0;1;3;10;5;0;0;3;2;1000012;0;3;0;
2;1;1001013;飞刀夺命;3;1;0;1;3;10;5;0;0;3;2;1000013;0;3;0;
2;1;1001018;疯狂箭;3;1;0;1;3;10;5;0;0;3;2;1000018;0;3;0;
2;1;1001019;怒射;3;1;0;1;3;10;5;0;0;3;2;1000019;0;3;0;
2;1;1002002;能量波;3;1;0;1;3;30;5;0;0;3;2;1001002;0;3;0;
2;1;1002005;破天斩;3;1;0;1;3;30;5;0;0;3;2;1001005;0;3;0;
2;1;1002006;定魂锤;3;1;0;1;3;30;5;0;0;3;2;1001006;0;3;0;
2;1;1002014;降龙斩;3;1;0;1;3;30;5;0;0;3;2;1001014;0;3;0;
2;1;1002017;百花乱舞;3;1;0;1;3;30;5;0;0;3;2;1001017;0;3;0;
2;1;1002019;封印之箭;3;1;0;1;3;30;5;0;0;3;2;1001019;0;3;0;
2;1;1003001;天龙脚;3;2;0;1;3;50;5;0;0;3;2;1002001;0;3;0;
2;1;1003002;如来神掌;3;2;0;1;3;50;5;0;0;3;2;1002002;0;3;0;
2;1;1003005;瞬狱杀;3;2;0;1;3;50;5;0;0;3;2;1002005;0;3;0;
2;1;1003006;当头棒喝;3;2;0;1;3;50;5;0;0;3;2;1002006;0;3;0;
2;1;1003008;冰棱锥;3;2;0;1;3;50;5;0;0;3;2;1002008;0;3;0;
2;1;1003012;冲击波;3;2;0;1;3;50;5;0;0;3;2;1002012;0;3;0;
2;1;1003013;爆裂飞刀;3;2;0;1;3;50;5;0;0;3;2;1002013;0;3;0;
2;1;1003014;十字斩;3;2;0;1;3;50;5;0;0;3;2;1002014;0;3;0;
2;1;1003017;龙枪破云;3;2;0;1;3;50;5;0;0;3;2;1002017;0;3;0;
2;1;1003018;极光箭影;3;2;0;1;3;50;5;0;0;3;2;1002018;0;3;0;
2;1;1003019;飞矢裂震;3;2;0;1;3;50;5;0;0;3;2;1002019;0;3;0;
2;1;1004002;气功波 II;4;2;0;1;3;60;5;0;0;0;0;0;0;3;0;
2;1;1004004;横斩 II;4;2;0;1;3;80;5;0;0;3;2;1002004;0;3;0;
2;1;1004005;跳跃斩 II;4;2;0;1;3;80;5;0;0;3;2;1002005;0;3;0;
2;1;1004006;击晕 II;4;2;0;1;3;80;5;0;0;3;2;1002006;0;3;0;
2;1;1004007;突刺 II;4;2;0;1;3;80;5;0;0;3;2;1002007;0;3;0;
2;1;1004012;直拳 II;4;2;0;1;3;60;5;0;0;0;0;0;0;3;0;
2;1;1005001;风神脚 II;4;2;0;1;3;70;5;0;0;0;0;0;0;0;0;
2;1;1005012;重拳 II;4;2;0;1;3;70;5;0;0;0;0;0;0;3;0;
2;1;1005013;飞刀夺命 II;4;2;0;1;3;80;5;0;0;3;2;1003013;0;3;0;
2;1;1005018;疯狂箭 II;4;2;0;1;3;80;5;0;0;3;2;1003018;0;3;0;
2;1;1005019;怒射 II;4;2;0;1;3;80;5;0;0;3;2;1003019;0;3;0;
6;1;1005139;道具技能;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;1;1005140;道具技能;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;1;1006005;破天斩 II;4;3;0;1;3;95;5;0;0;3;2;1005005;0;3;0;
2;1;1006006;定魂锤 II;4;3;0;1;3;95;5;0;0;3;2;1005006;0;3;0;
2;1;1006014;降龙斩 II;4;3;0;1;3;95;5;0;0;3;2;1005014;0;3;0;
2;1;1006017;百花乱舞 II;4;3;0;1;3;95;5;0;0;3;2;1005017;0;3;0;
2;1;1007002;如来神掌 II;4;3;0;1;3;100;10;0;0;0;0;0;0;3;0;
2;1;1007018;极光箭影 II;4;3;0;1;3;110;5;0;0;3;2;1006018;0;3;0;
3;1;2000001;地震;3;1;0;1;3;1;5;0;0;0;0;0;0;0;0;
3;1;2000002;风刃术;3;1;0;1;3;1;5;0;0;0;0;0;0;0;0;
3;1;2000003;火球术;3;1;0;1;3;1;5;0;0;0;0;0;0;0;0;
3;1;2000004;恩迪内治疗;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
3;1;2000005;魔法飞杖;3;1;0;1;3;1;20;0;0;0;0;0;0;0;0;
3;1;2000006;魔法泡泡;3;1;0;1;3;1;5;0;0;0;0;0;0;0;0;
3;1;2001001;石矛术;3;1;0;1;3;12;5;0;0;3;2;2000001;0;1;0;
3;1;2001002;多重风刃术;3;1;0;1;3;12;5;0;0;3;2;2000002;0;1;0;
3;1;2001003;多重火球术;3;1;0;1;3;10;5;0;0;3;2;2000003;0;3;0;
3;1;2001004;F.恩迪内治疗;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
3;1;2001005;重刷新;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
3;1;2001006;冰封术;3;1;0;1;3;12;5;0;0;3;2;2000006;0;1;0;
3;1;2002001;天龙牙;3;1;0;1;3;30;5;0;0;3;2;2001001;0;1;0;
3;1;2002002;真空弹;3;1;0;1;3;30;5;0;0;3;2;2001002;0;1;0;
3;1;2002003;火墙术;3;1;0;1;3;30;5;0;0;3;2;2000020;0;1;0;
3;1;2002004;地奥内治疗;3;3;0;1;3;0;0;0;0;0;0;0;0;0;0;
3;1;2002006;冰风暴;3;1;0;1;3;30;5;0;0;3;2;2001006;0;1;0;
3;1;2003001;黄龙牙;3;2;0;1;3;50;5;0;0;3;2;2002001;0;3;0;
3;1;2003002;风行天下;3;2;0;1;3;50;5;0;0;3;2;2002002;0;3;0;
3;1;2003003;流星火雨;3;2;0;1;3;50;5;0;0;3;2;2002003;0;3;0;
3;1;2003006;寒冰刺;3;2;0;1;3;50;5;0;0;3;2;2002006;0;3;0;
3;1;2004001;地震II;7;1;0;1;3;38;4;0;0;0;0;0;0;0;0;
3;1;2004002;风刃术II;7;1;0;1;3;38;4;0;0;0;0;0;0;0;0;
3;1;2004003;火球术II;7;1;0;1;3;38;4;0;0;0;0;0;0;0;0;
3;1;2005001;石矛术II;7;1;0;1;3;32;6;0;0;3;2;2004001;0;1;0;
3;1;2005002;多重风刃术II;7;1;0;1;3;35;5;0;0;3;2;2004002;0;1;0;
3;1;2005003;多重火球术 II;4;2;0;1;3;80;5;0;0;3;2;2003003;0;3;0;
3;1;2006001;天龙牙II;7;1;0;1;3;35;5;0;0;3;2;2005001;0;1;0;
3;1;2006002;真空弹II;7;1;0;1;3;32;6;0;0;3;2;2005002;0;1;0;
3;1;2006003;火墙术II;7;1;0;1;3;32;6;0;0;3;2;2004020;0;1;0;
3;1;2007001;黄龙牙II;7;1;0;1;3;65;5;0;0;3;2;2006001;0;1;0;
3;1;2007002;风行天下II;7;1;0;1;3;65;5;0;0;3;2;2006002;0;1;0;
3;1;2007003;流星火雨II;7;1;0;1;3;65;5;0;0;3;2;2006003;0;1;0;
4;1;2070001;恩迪内治疗[光];1;2;0;1;3;25;1;0;0;0;0;0;0;0;0;
4;1;2070011;F. 恩迪内治疗[光];1;2;0;3;2;2070001;0;1;0;0;0;0;0;0;0;
4;1;3000102;牵制;10;1;0;1;3;20;1;0;0;3;2;3000101;0;5;0;
4;1;3000103;捕捉机会;1;3;0;1;3;30;0;0;0;3;2;3000102;0;5;0;
4;1;3000104;刺伤;10;1;0;1;3;10;15;0;0;0;0;0;0;0;0;
4;1;3000105;伤口恶化;10;1;0;1;3;50;1;0;0;3;2;3000104;0;5;0;
4;1;3000110;傲视的眼神;10;1;0;1;3;20;1;0;0;0;0;0;0;0;0;
4;1;3000111;胁迫目光;7;1;0;1;3;10;2;0;0;0;0;0;0;0;0;
4;1;3000112;弹剑;1;3;0;1;3;25;0;0;0;3;2;8000302;0;10;0;
4;1;3000113;反击;10;1;0;1;3;35;0;0;0;3;2;3000112;0;1;0;
4;1;3000114;波斯科操纵;1;5;0;1;3;50;1;0;0;3;2;3000109;0;10;0;
4;1;3000115;杀气光环;5;2;0;1;3;58;2;0;0;3;2;3100127;0;5;0;
4;1;3000117;精力集中;10;1;0;1;3;20;1;0;0;3;2;3000101;0;10;0;
4;1;3000118;集中力提高;5;2;0;1;3;80;1;0;0;3;2;3000104;0;10;0;
4;1;3000119;致命的创伤;10;2;0;1;3;90;1;0;0;3;2;3000118;0;5;0;
4;1;3000120;战士之吼;10;2;0;1;3;55;1;0;0;3;2;3000115;0;10;0;
4;1;3000121;九死一生;7;2;0;1;3;66;2;0;0;3;2;3000130;0;5;0;
4;1;3000122;魔法抵抗;7;1;0;1;3;30;2;0;0;3;2;3000111;0;1;0;
4;1;3000124;攻击性;10;1;0;1;3;40;1;0;0;3;2;3000123;0;10;0;
4;1;3000125;极限攻击;10;2;0;1;3;80;1;0;0;3;2;3000124;0;10;0;
4;1;3000126;强化的力量;10;2;0;1;3;90;1;0;0;3;2;3000125;0;10;0;
4;1;3000127;准确的攻击;10;1;0;1;3;10;1;0;0;3;2;3000106;0;10;0;
4;1;3000128;神速移动;10;1;0;1;3;20;1;0;0;3;2;3000127;0;10;0;
4;1;3000129;感知危险;10;1;0;1;3;40;1;0;0;3;2;3000128;0;10;0;
4;1;3000131;集中攻击;10;2;0;1;3;90;1;0;0;3;2;3000130;0;10;0;
4;1;3000202;瞬间防御;1;2;0;1;3;20;0;0;0;3;2;3000201;0;5;0;
4;1;3000207;魔法甲衣;10;1;0;1;3;20;1;0;0;3;2;3000201;0;5;0;
4;1;3000208;魔力吸收;10;1;0;1;3;20;1;0;0;3;2;3000201;0;10;0;
4;1;3000209;魔法抵抗;10;1;0;1;3;55;1;0;0;3;2;3000208;0;10;0;
4;1;3000212;目标;10;1;0;1;3;45;1;0;0;3;2;3000211;0;5;0;
4;1;3000213;移动战术;1;1;0;1;3;50;1;0;0;0;0;0;0;0;0;
4;1;3000214;攻击战术;1;1;0;1;3;50;1;0;0;0;0;0;0;0;0;
4;1;3000215;防御战术;1;1;0;1;3;50;1;0;0;0;0;0;0;0;0;
4;1;3000218;武器强化 II;5;2;0;1;3;40;1;0;0;3;2;3000217;0;5;0;
4;1;3000220;威胁呐喊;7;1;0;1;3;60;5;0;0;3;2;3200204;0;3;0;
4;1;3000222;极限移动;10;1;0;1;3;90;1;0;0;3;2;3000221;0;10;0;
4;1;3000225;抵抗的光环;10;1;0;1;3;60;5;0;0;0;0;0;0;0;0;
