2;2;5;448;10;1183;智海;SLv.30++;8630118;8630119;1;120;0;0;0;0;0;0;0
2;2;5;449;6;1184;伊卡洛斯之翼;SLv.30++;8630118;8630119;1;121;0;0;0;0;0;0;0
2;2;5;445;3;1160;铁之考验;SLV.26++;8630116;8630117;0;119;0;0;0;0;0;0;0
2;2;5;444;3;1161;赫利波尔要塞;SLV.26++;8630114;8630115;0;118;0;0;0;0;0;0;0
2;2;5;66103;5;1002;葬剑幻谷;SLV.22++;8630112;8630113;0;117;0;0;0;0;0;0;0
2;2;5;440;5;1153;曼赤肯仓库;SLV.18++;8630110;8630111;0;115;0;0;0;0;0;0;0
2;2;5;441;3;1154;翡翠世界;SLV.18++;8630110;8630111;0;116;0;0;0;0;0;0;0
2;2;5;66102;5;1000;归元木匣;SLv. 14++;8630108;8630109;0;114;0;0;0;0;0;0;0
1;24;6;438;3;1140;普塞乌达里亚;SLv.10++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;5;1437;5;1141;被吞噬的魔法办公楼;SLv.10++;8630106;8630107;0;113;0;0;0;0;0;0;0
2;2;5;427;3;1090;蘑菇树沼泽;ULv.5000++;8630102;8630103;0;109;0;0;0;0;0;0;0
2;2;5;428;3;1091;丽西泰亚之门;ULv.5000++;8630102;8630103;0;110;0;0;0;0;0;0;0
2;2;5;424;5;1084;摩克沙;ULv.4600++;8630100;8630101;0;107;0;0;0;0;0;0;0
2;2;5;425;3;1085;诺尼尔之泪;ULv.4600++;8630100;8630101;0;108;0;0;0;0;0;0;0
2;2;5;90085;3;546;薇娅斯梦境;ULv.4400++;8630098;8630099;0;106;0;0;0;0;0;0;0
2;2;5;417;3;1080;尼夫海姆站;ULv.4200++;8630096;8630097;0;104;0;0;0;0;0;0;0
2;2;5;418;5;1079;穆斯菲尔斯隧道;ULv.4200++;8630096;8630097;0;105;0;0;0;0;0;0;0
2;2;5;4350;6;1101;普累罗麻;SLv0.01++;8630104;8630105;1;112;0;0;0;0;0;0;0
2;2;5;434;5;1100;残缺边界;SLv0.01++;8630104;8630105;0;111;0;0;0;0;0;0;0
1;24;6;66101;3;661;魔发城堡;SLV0.01++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;4;90077;3;970;群星宫殿;ULv.4000++;8630094;8630095;0;0;0;0;0;0;0;0;0;0
2;2;5;90074;3;967;水下培养皿·失魂寺;ULv.4000++;8630092;8630093;0;103;0;0;0;0;0;0;0
2;2;5;402;3;1062;埃吉尔遗迹;ULv.3800++;8630090;8630091;0;101;0;0;0;0;0;0;0
2;2;5;403;3;1061;阿特拉斯庭院;ULv.3800++;8630090;8630091;0;102;0;0;0;0;0;0;0
2;3;4;90065;3;965;时空之泉;ULv.3600++;8630088;8630089;0;0;0;0;0;0;0;0;0;0
1;24;6;294;3;382;珊瑚之歌;ULv.3600++;0;0;0;0;0;0;0;0;0;0;0;0
2;3;4;90068;3;964;穿梭之都;ULv.3600++;8630088;8630089;0;0;0;0;0;0;0;0;0;0
2;2;5;393;3;1050;黑月的考验;ULv.3400++;8630086;8630087;0;99;0;0;0;0;0;0;0
2;2;5;394;3;1046;大地的考验;ULv.3400++;8630086;8630087;0;100;0;0;0;0;0;0;0
2;2;5;385;3;1036;消失的星之歌;ULv.3200++;8630084;8630085;0;97;0;0;0;0;0;0;0
2;2;5;386;3;1037;黄昏教堂;ULv.3200++;8630084;8630085;0;98;0;0;0;0;0;0;0
2;2;5;384;3;1032;精灵树桩;ULv.3000++;8630082;8630083;0;96;0;0;0;0;0;0;0
2;2;5;383;3;1031;生命之恩泰莱凯;ULv.3000++;8630082;8630083;0;95;0;0;0;0;0;0;0
1;24;6;90056;3;898;泡泡战舰;ULv.2800++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;4;5180;5;518;流水回廊;ULv.2800++;69570030;69570031;0;0;0;0;0;0;0;0;0;0
2;2;5;376;3;1017;艾乌加蒙剧场;ULv.2600++;8630080;8630081;0;94;0;0;0;0;0;0;0
2;2;5;375;3;1018;深渊之镜;ULv.2600++;8630080;8630081;0;93;0;0;0;0;0;0;0
2;2;5;8970;3;897;普洛菲司台;ULv.2600++;8630078;8630079;0;89;8710021;8;8719900;6;8710000;3;900000000
2;2;5;8960;3;896;霍普占卜室;ULv.2600++;8630078;8630079;0;88;8710021;6;8719900;6;8710000;2;1500000000
2;2;5;373;3;1014;卡伊洛斯的时间;ULv.2400++;8630076;8630077;0;87;8710020;6;8719900;9;8710000;3;1250000000
1;24;6;372;3;1015;克洛诺斯的时间;ULv.2400++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;5;370;3;1008;炼狱阿兹雷尔;ULv.2200++;8630074;8630075;0;86;8710019;8;8719900;6;8710000;3;1500000000
2;2;5;369;3;1009;巴尼塔斯;ULv.2200++;8630074;8630075;0;85;8710019;6;8719900;6;8710000;2;1150000000
2;2;5;8930;3;893;哈姆克公爵府;ULv.2000++;8630072;8630073;0;84;8710018;12;8719900;9;8710000;3;1500000000
2;2;5;8920;3;892;圣字教堂;ULv.2000++;8630072;8630073;0;83;8710018;6;8719900;6;8710000;2;1500000000
2;2;5;366;3;499;阿科洛之棺;ULv.2000++;8630070;8630071;0;82;8710017;6;8719900;9;8710000;3;1500000000
2;2;5;361;3;491;回声泉;ULv.2000++;8630068;8630069;0;81;8710016;8;8719900;6;8710000;3;1200000000
2;2;4;374;3;1016;未知森林;ULv.2000++;8630076;8630077;0;0;0;0;0;0;0;0;0;0
1;24;6;365;3;494;心脏的记忆;ULv.2000++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;5;360;3;492;冰狱;ULv.2000++;8630068;8630069;0;80;8710016;6;8719900;6;8710000;2;1000000000
2;2;5;350;3;472;希列;ULv.1600++;8630066;8630067;0;78;8710015;6;8719900;6;8710000;2;1000000000
2;2;5;351;3;470;盟约圣地;ULv.1600++;8630066;8630067;0;79;8710015;8;8719900;6;8710000;3;800000000
1;24;6;352;3;469;龙猫妹妹庭院;ULv.1600++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;4;8880;3;888;傀儡牢狱;ULv.1500++;8630036;8630037;0;92;8710000;3;8719900;6;0;0;1500000000
2;2;5;348;3;460;幻之摇篮;ULv.1500++;8630064;8630065;0;73;8710014;6;8719900;6;8710000;2;600000000
2;2;5;349;3;461;玫瑰庭院;ULv.1500++;8630064;8630065;0;74;8710014;8;8719900;6;8710000;3;800000000
0;3;3;8620000;0;1133;证明之塔;Ulv.1500;0;0;0;0;0;0;0;0;0;0;0;0
0;2;4;8850;3;885;八卦阵赛场;ULv.1500++;8630036;8630037;0;90;8710000;3;8719900;6;0;0;1500000000
2;3;4;8860;3;886;武林大会;ULv.1500++;8630036;8630037;0;91;8710000;3;8719900;6;0;0;1000000000
2;2;5;345;3;456;虚无之星;ULv.1400++;8630062;8630063;0;71;8710013;6;8719900;6;8710000;2;900000000
2;2;5;346;3;457;忘却湖畔;ULv.1400++;8630062;8630063;0;72;8710013;8;8719900;6;8710000;3;1080000000
2;2;5;338;3;441;魔力防空洞;ULv.1200++;8630060;8630061;0;68;8710012;6;8719900;6;8710000;2;800000000
2;2;5;8760;3;876;山海归墟;ULv.1200++;8630036;8630037;0;70;8710011;4;8719900;6;8710000;3;900000000
1;24;6;329;3;432;魔法学院主楼;ULv.1200++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;4;8830;3;883;卡夫卡剧场;ULv.1200++;69570030;69570031;0;0;0;0;0;0;0;0;0;0
2;2;5;337;3;443;梦境奥涅伊鲁;ULv.1200++;8630060;8630061;0;69;8710012;8;8719900;6;8710000;3;960000000
2;2;5;87100;3;871;神笔画卷;ULv.1000++;8630036;8630037;0;67;8710011;4;8719900;6;8710000;3;750000000
2;2;5;324;3;418;神树拉菲尔;ULv. 1000++;8630034;8630035;0;66;8710010;8;8719900;6;8710000;3;900000000
2;2;5;325;3;416;龙之峡谷;ULv. 1000++;8630034;8630035;0;65;8710010;6;8719900;6;8710000;2;750000000
1;24;6;310;3;414;怪物树山山谷;ULv. 800++;0;0;0;0;0;0;0;0;0;0;0;0
2;2;5;306;3;408;奈落之屋;ULv.650++;8630032;8630033;0;62;8710008;8;8719900;6;8710000;3;600000000
2;2;5;305;3;406;超能者纪念馆;ULv.650++;8630032;8630033;0;61;8710008;6;8719900;6;8710000;2;500000000
1;24;6;271;3;352;扭曲的世界树;ULv.600++;0;0;0;0;0;0;0;0;0;0;0;0
